COMPANY ID,MAIN TYPE,SUB TYPE,SHORT NAME,TRADING DATE,OPEN PRICE (Rs.),Date,Month,Year,RSI_14,MACD_Line,MACD_Signal,MACD_Hist,BB_Mid,BB_Upper,BB_Lower,Volume_Change,ATR,ATR_14,CLOSE PRICE (Lag 1),CLOSE PRICE (Lag 2),CLOSE PRICE (Lag 3),CLOSE PRICE (Lag 4),CLOSE PRICE (Lag 5),CLOSE PRICE (Lag 6),CLOSE PRICE (Lag 7),CLOSE PRICE (Lag 8),CLOSE PRICE (Lag 9),CLOSE PRICE (Lag 10),CLOSE PRICE (Lag 11),CLOSE PRICE (Lag 12),CLOSE PRICE (Lag 13),CLOSE PRICE (Lag 14),CLOSE PRICE (Lag 15),CLOSE PRICE (Lag 16),CLOSE PRICE (Lag 17),CLOSE PRICE (Lag 18),CLOSE PRICE (Lag 19),CLOSE PRICE (Lag 20),CLOSE PRICE (Lag 21),CLOSE PRICE (Lag 22),CLOSE PRICE (Lag 23),CLOSE PRICE (Lag 24),CLOSE PRICE (Lag 25),CLOSE PRICE (Lag 26),CLOSE PRICE (Lag 27),CLOSE PRICE (Lag 28),CLOSE PRICE (Lag 29),CLOSE PRICE (Lag 30),MA_7,MA_14,MA_30,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15, MAIN TYPE 
HELA,N,0,HELA,2022-03-24,15.0,24,3,2022,50.0,-0.5071452873724098,-0.6451308253658485,0.1379855379934387,14.854999999999999,15.325050389236173,14.384949610763824,17.0,0.5785714285714286,0.5785714285714286,14.9,14.8,14.6,14.6,14.5,14.7,14.8,14.8,15.2,14.5,14.7,14.8,15.0,15.0,15.1,15.4,15.0,14.7,15.0,15.4,15.2,16.1,16.6,16.6,17.0,17.2,16.9,16.9,17.6,18.6,14.700000000000001,14.778571428571428,15.54,,,,,
HELA,N,0,HELA,2022-03-25,15.1,25,3,2022,46.15384615384617,-0.475289936789558,-0.6111626476505905,0.13587271086103248,14.844999999999999,15.310550042536018,14.37944995746398,-60.0,0.5642857142857143,0.5642857142857143,15.0,14.9,14.8,14.6,14.6,14.5,14.7,14.8,14.8,15.2,14.5,14.7,14.8,15.0,15.0,15.1,15.4,15.0,14.7,15.0,15.4,15.2,16.1,16.6,16.6,17.0,17.2,16.9,16.9,17.6,14.72857142857143,14.778571428571428,15.42,,,,,
HELA,N,0,HELA,2022-03-28,14.8,28,3,2022,50.0,-0.4449156314977003,-0.5779132444200125,0.13299761292231216,14.85,15.311119918185492,14.388880081814508,30.0,0.55,0.55,14.8,15.0,14.9,14.8,14.6,14.6,14.5,14.7,14.8,14.8,15.2,14.5,14.7,14.8,15.0,15.0,15.1,15.4,15.0,14.7,15.0,15.4,15.2,16.1,16.6,16.6,17.0,17.2,16.9,16.9,14.742857142857142,14.764285714285716,15.326666666666666,,,,,
HELA,N,0,HELA,2022-03-29,14.8,29,3,2022,42.85714285714287,-0.45593387514086103,-0.5535173705641822,0.09758349542332112,14.815000000000001,15.331159909942265,14.298840090057737,107.0,0.5428571428571429,0.5428571428571429,14.8,14.8,15.0,14.9,14.8,14.6,14.6,14.5,14.7,14.8,14.8,15.2,14.5,14.7,14.8,15.0,15.0,15.1,15.4,15.0,14.7,15.0,15.4,15.2,16.1,16.6,16.6,17.0,17.2,16.9,14.785714285714283,14.764285714285714,15.256666666666668,,,,,
HELA,N,0,HELA,2022-03-30,14.0,30,3,2022,35.294117647058826,-0.5231882383924429,-0.5474515441298343,0.02426330573739144,14.720000000000002,15.441402143489753,13.998597856510251,82.0,0.6285714285714288,0.6285714285714288,14.3,14.8,14.8,15.0,14.9,14.8,14.6,14.6,14.5,14.7,14.8,14.8,15.2,14.5,14.7,14.8,15.0,15.0,15.1,15.4,15.0,14.7,15.0,15.4,15.2,16.1,16.6,16.6,17.0,17.2,14.742857142857144,14.735714285714286,15.17,,,,,
HELA,N,0,HELA,2022-03-31,13.0,31,3,2022,15.151515151515156,-0.6177813920694089,-0.5615175137177493,-0.05626387835165958,14.61,15.676030512054702,13.543969487945297,-220.0,0.6285714285714288,0.6285714285714288,13.5,14.3,14.8,14.8,15.0,14.9,14.8,14.6,14.6,14.5,14.7,14.8,14.8,15.2,14.5,14.7,14.8,15.0,15.0,15.1,15.4,15.0,14.7,15.0,15.4,15.2,16.1,16.6,16.6,17.0,14.585714285714287,14.664285714285715,15.046666666666669,,,,,
HELA,N,0,HELA,2022-06-03,12.1,3,6,2022,31.818181818181827,-0.06740461615703275,0.18090274852755012,-0.24830736468458287,13.395,15.260447596916649,11.52955240308335,-107.0,0.6500000000000001,0.6500000000000001,12.5,12.0,12.3,12.8,13.5,14.0,14.0,14.2,14.3,14.4,14.4,14.9,14.7,14.0,13.1,12.5,12.6,12.8,12.5,12.7,12.6,12.3,10.7,11.2,12.9,14.2,14.5,14.0,12.3,12.1,13.014285714285714,13.714285714285714,13.166666666666666,,,,,
HELA,N,0,HELA,2022-06-06,12.3,6,6,2022,17.07317073170735,-0.14289747156811572,0.11614270450841696,-0.2590401760765327,13.37,15.29829349152915,11.441706508470848,61.0,0.6,0.6,12.4,12.5,12.0,12.3,12.8,13.5,14.0,14.0,14.2,14.3,14.4,14.4,14.9,14.7,14.0,13.1,12.5,12.6,12.8,12.5,12.7,12.6,12.3,10.7,11.2,12.9,14.2,14.5,14.0,12.3,12.785714285714286,13.6,13.176666666666668,,,,,
HELA,N,0,HELA,2022-06-07,12.5,7,6,2022,12.195121951219505,-0.21637025034810087,0.049640113537113395,-0.26601036388521426,13.319999999999999,15.3591948875656,11.280805112434397,35.0,0.6000000000000002,0.6000000000000002,12.0,12.4,12.5,12.0,12.3,12.8,13.5,14.0,14.0,14.2,14.3,14.4,14.4,14.9,14.7,14.0,13.1,12.5,12.6,12.8,12.5,12.7,12.6,12.3,10.7,11.2,12.9,14.2,14.5,14.0,12.5,13.407142857142858,13.166666666666664,,,,,
HELA,N,0,HELA,2022-06-08,11.8,8,6,2022,16.21621621621621,-0.2634914274509601,-0.012986194660501306,-0.2505052327904588,13.285,15.398888908100298,11.171111091899702,-42.0,0.5785714285714286,0.5785714285714286,11.8,12.0,12.4,12.5,12.0,12.3,12.8,13.5,14.0,14.0,14.2,14.3,14.4,14.4,14.9,14.7,14.0,13.1,12.5,12.6,12.8,12.5,12.7,12.6,12.3,10.7,11.2,12.9,14.2,14.5,12.257142857142856,13.185714285714287,13.093333333333332,,,,,
